t,q1,q2,q3,qd1,qd2,qd3,tau1,tau2,tau3
8.575266122817993164e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.380844203707214390e-14,3.070980969521741599e-14,-5.120101391475895269e-14,-5.377642775528101993e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.576335954666137695e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.382149312072343816e-14,3.071631490825232902e-14,-5.121402434082877875e-14,-3.573530360512222614e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.577280259132385254e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.383416473361436250e-14,3.072282012128724205e-14,-5.122703476689860480e-14,-3.573530360512222614e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.578322553634643555e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.385022447829430403e-14,3.072932533432215507e-14,-5.124004519296843085e-14,-2.046973701652632371e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.579279160499572754e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.386628422297424557e-14,3.073583054735706810e-14,-5.125305561903825691e-14,-2.046973701652632371e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.580260491371154785e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.388177476151363221e-14,3.074233576039198113e-14,-5.126606604510808296e-14,-2.463307335887066074e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.581233549118041992e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.389688582929264893e-14,3.074884097342689415e-14,-5.127907647117790901e-14,-2.463307335887066074e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.582229042053222656e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.390955744218357326e-14,3.075534618646180718e-14,-5.129208689724773507e-14,-3.573530360512222614e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.583313012123107910e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.392222905507449759e-14,3.076185139949672021e-14,-5.130509732331756112e-14,-3.573530360512222614e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.584267449378967285e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.393284068383769947e-14,3.076835661253163323e-14,-5.131810774938738717e-14,-4.579669976578770729e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.585279226303100586e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.394307284184053142e-14,3.077486182556654626e-14,-5.133111817545721323e-14,-4.579669976578770729e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.586274647712707520e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.395113659549839236e-14,3.078136703860145929e-14,-5.135063381456195231e-14,-5.551115123125782702e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.587306451797485352e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.395920034915625330e-14,3.078787225163637231e-14,-5.137014945366669139e-14,-5.551115123125782702e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.588297724723815918e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.392484469281561887e-14,3.077269342122157525e-14,-5.133762338849212625e-14,-6.245004513516505540e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.589316558837890625e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.389048903647498445e-14,3.075751459080677819e-14,-5.130509732331756112e-14,-6.245004513516505540e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.590377330780029297e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.385640443067747141e-14,3.074233576039198113e-14,-5.127257125814299599e-14,-6.106226635438360972e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.591386914253234863e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.382231982487995836e-14,3.072715692997718406e-14,-5.124004519296843085e-14,-6.106226635438360972e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.592334151268005371e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.379051204364466487e-14,3.071197809956238700e-14,-5.120751912779386572e-14,-5.273559366969493567e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.593301057815551758e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.375832479164900146e-14,3.069679926914758994e-14,-5.117499306261930059e-14,-5.273559366969493567e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.594337844848632812e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.377546873850142850e-14,3.070330448218250297e-14,-5.118800348868912664e-14,-1.630640067418198669e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.595324945449829102e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.379261268535385554e-14,3.070980969521741599e-14,-5.120101391475895269e-14,-1.630640067418198669e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.596334409713745117e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.381325318421254833e-14,3.071631490825232902e-14,-5.121402434082877875e-14,-2.428612866367529932e-17,-1.701104313883140762e+01,1.011199776907405834e+01
8.597277164459228516e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.383351421231087119e-14,3.072282012128724205e-14,-5.122703476689860480e-14,-2.428612866367529932e-17,-1.701104313883140762e+01,1.011199776907405834e+01
8.598277997970581055e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.385241998769358718e-14,3.072932533432215507e-14,-5.124004519296843085e-14,-8.673617379884035472e-17,-1.701104313883140762e+01,1.011199776907405834e+01
8.599273633956909180e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.387132576307630316e-14,3.073583054735706810e-14,-5.125305561903825691e-14,-8.673617379884035472e-17,-1.701104313883140762e+01,1.011199776907405834e+01
8.600262713432312012e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.388735840270193256e-14,3.074233576039198113e-14,-5.126606604510808296e-14,-2.255140518769849223e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.601265239715576172e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.390301157156719203e-14,3.074884097342689415e-14,-5.127907647117790901e-14,-2.255140518769849223e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.602255272865295410e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.391541213391499499e-14,3.075534618646180718e-14,-5.129208689724773507e-14,-3.677613769070831040e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.603370928764343262e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.392781269626279794e-14,3.076185139949672021e-14,-5.130509732331756112e-14,-3.677613769070831040e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.604414296150207520e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.393801774921131775e-14,3.076835661253163323e-14,-5.131810774938738717e-14,-4.753142324176451439e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.605394363403320312e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.394784333139946764e-14,3.077486182556654626e-14,-5.133111817545721323e-14,-4.753142324176451439e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.606353521347045898e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.395644918614357133e-14,3.078136703860145929e-14,-5.135063381456195231e-14,-5.308253836489029709e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.607414221763610840e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.396505504088767502e-14,3.078787225163637231e-14,-5.137014945366669139e-14,-5.308253836489029709e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.608415579795837402e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.393015728346079785e-14,3.077269342122157525e-14,-5.133762338849212625e-14,-6.487865800153258533e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.609410524368286133e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.389525952603392067e-14,3.075751459080677819e-14,-5.130509732331756112e-14,-6.487865800153258533e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.610392570495605469e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.385927756643455799e-14,3.074233576039198113e-14,-5.127257125814299599e-14,-6.904199434387692236e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.611406707763671875e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.382329560683519531e-14,3.072715692997718406e-14,-5.124004519296843085e-14,-6.904199434387692236e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.612332606315612793e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.379094572451365908e-14,3.071197809956238700e-14,-5.120751912779386572e-14,-5.516420653606246560e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.613401079177856445e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.375821637143175291e-14,3.069679926914758994e-14,-5.117499306261930059e-14,-5.516420653606246560e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.614362740516662598e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.377522479301261926e-14,3.070330448218250297e-14,-5.118800348868912664e-14,-1.700029006457270953e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.615424513816833496e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.379223321459348561e-14,3.070980969521741599e-14,-5.120101391475895269e-14,-1.700029006457270953e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.616411089897155762e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.381287371345217840e-14,3.071631490825232902e-14,-5.121402434082877875e-14,-2.428612866367529932e-17,-1.701104313883140762e+01,1.011199776907405834e+01
8.617413258552551270e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.383313474155050127e-14,3.072282012128724205e-14,-5.122703476689860480e-14,-2.428612866367529932e-17,-1.701104313883140762e+01,1.011199776907405834e+01
8.618408989906311035e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.385285366856258138e-14,3.072932533432215507e-14,-5.124004519296843085e-14,-4.857225732735059864e-17,-1.701104313883140762e+01,1.011199776907405834e+01
8.619371914863586426e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.387257259557466149e-14,3.073583054735706810e-14,-5.125305561903825691e-14,-4.857225732735059864e-17,-1.701104313883140762e+01,1.011199776907405834e+01
8.620409417152404785e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.388860523520029089e-14,3.074233576039198113e-14,-5.126606604510808296e-14,-2.255140518769849223e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.621410465240478516e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.390425840406555036e-14,3.074884097342689415e-14,-5.127907647117790901e-14,-2.255140518769849223e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.622342991828918457e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.391652344114179263e-14,3.075534618646180718e-14,-5.129208689724773507e-14,-3.747002708109903324e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.623419070243835449e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.392878847821803490e-14,3.076185139949672021e-14,-5.130509732331756112e-14,-3.747002708109903324e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.624430537223815918e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.393885800589499402e-14,3.076835661253163323e-14,-5.131810774938738717e-14,-4.822531263215523722e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.625458693504333496e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.394854806281158321e-14,3.077486182556654626e-14,-5.133111817545721323e-14,-4.822531263215523722e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.626608562469482422e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.395701839228412622e-14,3.078136703860145929e-14,-5.135063381456195231e-14,-5.377642775528101993e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.627817130088806152e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.396548872175666922e-14,3.078787225163637231e-14,-5.137014945366669139e-14,-5.377642775528101993e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.628775668144226074e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.393126859068759549e-14,3.077269342122157525e-14,-5.133762338849212625e-14,-6.175615574477433256e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.629816460609436035e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.389528663108823281e-14,3.075751459080677819e-14,-5.130509732331756112e-14,-6.904199434387692236e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.630765676498413086e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.385930467148887013e-14,3.074233576039198113e-14,-5.127257125814299599e-14,-6.904199434387692236e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.631757473945617676e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.382657531840696397e-14,3.072715692997718406e-14,-5.124004519296843085e-14,-5.516420653606246560e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.632733821868896484e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.379422543608542773e-14,3.071197809956238700e-14,-5.120751912779386572e-14,-5.516420653606246560e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.633775687217712402e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.380784572587727688e-14,3.071848331259730003e-14,-5.122052955386369177e-14,-3.157196726277788912e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.634779238700866699e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.382146601566912603e-14,3.072498852563221305e-14,-5.123353997993351783e-14,-3.157196726277788912e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.635816240310668945e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.383874548779311375e-14,3.073149373866712608e-14,-5.124655040600334388e-14,-1.561251128379126385e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.636769127845764160e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.385640443067747141e-14,3.073799895170203911e-14,-5.125956083207316993e-14,-1.561251128379126385e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.637834930419921875e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.387259970062897363e-14,3.074450416473695213e-14,-5.127257125814299599e-14,-2.012279232133096230e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.638731908798217773e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.388879497058047585e-14,3.075100937777186516e-14,-5.128558168421282204e-14,-2.012279232133096230e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.639804577827453613e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.390268631091544638e-14,3.075751459080677819e-14,-5.129859211028264809e-14,-3.018418848199644344e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.640835285186767578e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.391695712201078683e-14,3.076401980384169121e-14,-5.131160253635247415e-14,-3.018418848199644344e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.641760063171386719e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.392813795691454359e-14,3.077052501687660424e-14,-5.132461296242230020e-14,-4.232725281383409310e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.642800259590148926e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.393931879181830036e-14,3.077703022991151727e-14,-5.133762338849212625e-14,-4.232725281383409310e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.643743443489074707e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.390699601455107626e-14,3.076185139949672021e-14,-5.130509732331756112e-14,-5.342948306008565851e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.644760441780090332e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.387505270804422208e-14,3.074667256908192314e-14,-5.127257125814299599e-14,-5.342948306008565851e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.645787549018859863e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.384272993077699798e-14,3.073149373866712608e-14,-5.124004519296843085e-14,-5.342948306008565851e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.646846342086791992e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.381040715350977388e-14,3.071631490825232902e-14,-5.120751912779386572e-14,-5.342948306008565851e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.647694087028503418e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.382321429167225890e-14,3.072282012128724205e-14,-5.122052955386369177e-14,-3.504141421473150331e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.648741960525512695e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.383640090059511385e-14,3.072932533432215507e-14,-5.123353997993351783e-14,-3.504141421473150331e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.649742174148559570e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.385259617054661607e-14,3.073583054735706810e-14,-5.124655040600334388e-14,-2.012279232133096230e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.650776505470275879e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.386879144049811829e-14,3.074233576039198113e-14,-5.125956083207316993e-14,-2.012279232133096230e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.651796674728393555e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.388390250827713501e-14,3.074884097342689415e-14,-5.127257125814299599e-14,-2.463307335887066074e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.652766871452331543e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.389939304681652166e-14,3.075534618646180718e-14,-5.128558168421282204e-14,-2.463307335887066074e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.653803062438964844e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.391220018497900668e-14,3.076185139949672021e-14,-5.129859211028264809e-14,-3.504141421473150331e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.654765319824218750e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.392500732314149170e-14,3.076835661253163323e-14,-5.131160253635247415e-14,-3.504141421473150331e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.655740189552307129e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.393510395587276296e-14,3.077486182556654626e-14,-5.132461296242230020e-14,-4.649058915617843013e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.656796431541442871e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.394558005936440415e-14,3.078136703860145929e-14,-5.133762338849212625e-14,-4.649058915617843013e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.657756733894348145e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.391285070628249798e-14,3.076618820818666222e-14,-5.130509732331756112e-14,-5.516420653606246560e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.658752584457397461e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.388012135320059182e-14,3.075100937777186516e-14,-5.127257125814299599e-14,-5.516420653606246560e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.659794235229492188e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.388832063213001344e-14,3.075751459080677819e-14,-5.129208689724773507e-14,-5.481726184086710418e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.660726690292358398e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.389689938181980500e-14,3.076401980384169121e-14,-5.131160253635247415e-14,-5.481726184086710418e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.661740064620971680e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.390767364090887970e-14,3.077052501687660424e-14,-5.132461296242230020e-14,-4.336808689942017736e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.662712550163269043e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.391844789999795440e-14,3.077703022991151727e-14,-5.133762338849212625e-14,-4.336808689942017736e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.663870596885681152e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.388761590071789787e-14,3.076185139949672021e-14,-5.130509732331756112e-14,-4.649058915617843013e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.664804196357727051e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.385716337219821126e-14,3.074667256908192314e-14,-5.127257125814299599e-14,-4.649058915617843013e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.665725445747375488e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.382633137291815473e-14,3.073149373866712608e-14,-5.124004519296843085e-14,-4.649058915617843013e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.666866183280944824e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.379563489890965888e-14,3.071631490825232902e-14,-5.120751912779386572e-14,-4.614364446098306871e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.667894625663757324e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.381006834033087216e-14,3.072282012128724205e-14,-5.122052955386369177e-14,-2.775557561562891351e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.668791317939758301e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.382488125251245537e-14,3.072932533432215507e-14,-5.123353997993351783e-14,-2.775557561562891351e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.669836235046386719e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.384256730045112516e-14,3.073583054735706810e-14,-5.124655040600334388e-14,-1.387778780781445676e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.670915818214416504e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.386025334838979495e-14,3.074233576039198113e-14,-5.125956083207316993e-14,-1.387778780781445676e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.671878099441528320e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.387658414361285786e-14,3.074884097342689415e-14,-5.127257125814299599e-14,-1.942890293094023946e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.672842574119567871e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.389329440959629069e-14,3.075534618646180718e-14,-5.128558168421282204e-14,-1.942890293094023946e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.673846888542175293e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.390705022465970053e-14,3.076185139949672021e-14,-5.129859211028264809e-14,-3.087807787238716628e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.674814200401306152e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.392080603972311037e-14,3.076835661253163323e-14,-5.131160253635247415e-14,-3.087807787238716628e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.675873589515686035e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.393158029881218507e-14,3.077486182556654626e-14,-5.132461296242230020e-14,-4.336808689942017736e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.676970911026000977e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.394273402866162970e-14,3.078136703860145929e-14,-5.133762338849212625e-14,-4.336808689942017736e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.677916479110717773e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.391041125139440560e-14,3.076618820818666222e-14,-5.130509732331756112e-14,-5.342948306008565851e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.678944373130798340e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.387808847412718150e-14,3.075100937777186516e-14,-5.127257125814299599e-14,-5.342948306008565851e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.679858136177062988e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.388655880359972450e-14,3.075751459080677819e-14,-5.129208689724773507e-14,-5.377642775528101993e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.680978059768676758e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.389540860383263743e-14,3.076401980384169121e-14,-5.131160253635247415e-14,-5.377642775528101993e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.681912827491760254e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.390645391346483351e-14,3.077052501687660424e-14,-5.132461296242230020e-14,-4.302114220422481594e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.682896447181701660e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.391749922309702958e-14,3.077703022991151727e-14,-5.133762338849212625e-14,-4.302114220422481594e-16,-1.701104313883140762e+01,1.011199776907405834e+01
8.683878564834594727e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.388680274908853374e-14,3.076185139949672021e-14,-5.130509732331756112e-14,-4.614364446098306871e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.684808921813964844e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.385610627508003789e-14,3.074667256908192314e-14,-5.127257125814299599e-14,-4.614364446098306871e-16,-1.701104313883140762e+01,1.011199776907406012e+01
8.685854506492614746e+01,1.571897115786839327e+00,-7.791343312841813029e-01,-1.586073653578484066e+00,6.382554532634310274e-14,3.073149373866712608e-14,-5.124004519296843085e-14,-4.544975507059234587e-16,-1.701104313883140762e+01,1.011199776907406012e+01
